Gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,expr(small.intestine),expr(large.intestine),logexprSI,logexprLI
LRP8,2.24E-19,0.805623129,0.016,0.006,8.21E-15,0.018198213,0.010364007,-1.739971262,-1.984472318
LRPAP1,2.40E-149,0.227963755,0.406,0.284,8.78E-145,0.886755705,0.757104465,-0.052196009,-0.120844193
LRPPRC,2.73E-146,0.285062098,0.377,0.26,1.00E-141,0.835175745,0.685391086,-0.078222127,-0.164061548
LRR1,7.25E-38,-0.121413193,0.089,0.057,2.66E-33,0.089792685,0.097638486,-1.046759044,-1.010378965
LRRC1,4.74E-70,0.101817661,0.253,0.178,1.74E-65,0.446957394,0.416460059,-0.349733874,-0.380426644
LRRC14,2.10E-16,-0.336030122,0.062,0.045,7.67E-12,0.06314475,0.079671472,-1.199662749,-1.098697157
LRRC19,1.19E-40,-0.150803571,0.218,0.163,4.37E-36,0.332390375,0.368978119,-0.47835156,-0.432999387
LRRC20,5.82E-15,0.21586403,0.03,0.019,2.13E-10,0.040539714,0.034863769,-1.392119324,-1.457625661
LRRC23,1.22E-18,-0.965410637,0.18,0.199,4.47E-14,0.285787877,0.558012804,-0.543956198,-0.253355836
LRRC26,4.10E-41,1.827130747,0.025,0.008,1.50E-36,0.056786591,0.01595106,-1.245754205,-1.797210456
LRRC27,3.18E-35,-0.124657248,0.071,0.044,1.16E-30,0.082352584,0.089746854,-1.084322768,-1.046980765
LRRC28,1.13E-166,0.208675499,0.281,0.168,4.13E-162,0.464196037,0.401641288,-0.333298571,-0.396161649
LRRC3,4.71E-30,0.228983901,0.042,0.023,1.72E-25,0.042885303,0.036548971,-1.367691517,-1.437124846
LRRC31,6.12E-228,-2.099922944,0.022,0.072,2.24E-223,0.030303523,0.129927899,-1.518506883,-0.886297584
LRRC37A2,1.93E-16,-0.193150539,0.093,0.071,7.06E-12,0.109592689,0.125255709,-0.960218416,-0.90220247
LRRC40,1.21E-52,-0.128628355,0.142,0.093,4.42E-48,0.16934263,0.185096585,-0.7712337,-0.732601593
LRRC45,6.03E-20,-0.101183316,0.056,0.037,2.21E-15,0.059860229,0.064170983,-1.222861628,-1.19266131
LRRC47,3.84E-98,0.172021669,0.182,0.11,1.40E-93,0.233789919,0.2074698,-0.63117422,-0.683045112
LRRC57,6.05E-12,-0.314948712,0.099,0.079,2.21E-07,0.107960152,0.134263795,-0.966736511,-0.87204108
LRRC66,2.15E-57,0.176472617,0.063,0.03,7.85E-53,0.061385967,0.054276507,-1.211930897,-1.265388111
LRRC8A,1.74E-12,-0.895641203,0.07,0.085,6.36E-08,0.092606929,0.172265527,-1.033356516,-0.763801623
LRRC8E,9.89E-49,-1.614687148,0.005,0.017,3.62E-44,0.007220597,0.022111026,-2.141426879,-1.655391105
LRRFIP1,7.54E-90,-0.873774181,0.369,0.403,2.76E-85,0.899402829,1.648086806,-0.046045751,0.216980083
LRRFIP2,3.32E-08,-0.280320384,0.395,0.341,0.001215887,0.888495924,1.079011146,-0.05134456,0.033025931
LRRIQ1,1.68E-21,-0.99434873,0.008,0.016,6.16E-17,0.011836205,0.023558492,-1.926787537,-1.627852519
LRRIQ3,8.02E-24,0.56924008,0.025,0.012,2.93E-19,0.022967925,0.015434141,-1.638878238,-1.811517548
LRSAM1,5.22E-10,-0.35593595,0.121,0.1,1.91E-05,0.159910048,0.204620913,-0.796124248,-0.689049981
LSAMP,1.65E-71,-0.58557316,0.097,0.144,6.04E-67,0.680895679,1.021745519,-0.166919422,0.009342742
LSAMP-AS1,6.15E-08,-1.612297795,0.01,0.015,0.002250817,0.023508087,0.071871452,-1.628782714,-1.143443582
LSM1,6.32E-141,0.25270445,0.257,0.157,2.31E-136,0.372504293,0.312608332,-0.428868718,-0.504999451
LSM10,1.93E-133,0.200224821,0.175,0.094,7.07E-129,0.205327681,0.178678294,-0.687552498,-0.747928203
LSM11,8.70E-09,-0.465001932,0.034,0.025,0.000318534,0.027905772,0.038486261,-1.554305951,-1.414694278
LSM12,1.17E-17,-0.310030306,0.183,0.147,4.27E-13,0.243685871,0.302070401,-0.613169651,-0.519891828
LSM2,9.28E-142,0.137130245,0.366,0.25,3.40E-137,0.783775058,0.712665894,-0.105808561,-0.147114025
LSM3,1.89E-213,0.329003232,0.413,0.275,6.93E-209,1.072746484,0.853955448,0.0304971,-0.068564786
LSM4,8.98E-173,0.236243416,0.451,0.322,3.29E-168,1.391584929,1.181347819,0.143509717,0.072377784
LSM5,5.13E-175,0.19068235,0.445,0.313,1.88E-170,1.315954829,1.152986181,0.119240982,0.061824102
LSM8,3.41E-141,0.157373211,0.366,0.249,1.25E-136,0.748137005,0.670780165,-0.126018863,-0.173419788
LSMEM1,3.89E-13,-1.083486903,0.015,0.023,1.42E-08,0.022041324,0.046689873,-1.656762326,-1.330777311
LSMEM2,1.56E-70,-1.68623128,0.012,0.032,5.73E-66,0.017030021,0.054806305,-1.768784827,-1.261169475
LSP1,1.76E-12,0.574487226,0.017,0.009,6.43E-08,0.045323217,0.030390032,-1.343679275,-1.517268841
LST1,2.94E-15,0.586576172,0.013,0.006,1.08E-10,0.059745139,0.039739828,-1.223697427,-1.400774016
LTA4H,0,0.734543465,0.416,0.232,0,0.983391217,0.590979236,-0.007273675,-0.228427778
LTB,3.71E-21,0.85485097,0.015,0.006,1.36E-16,0.058581047,0.03234296,-1.232242872,-1.490220232
LTBP4,9.00E-12,-0.356124457,0.163,0.18,3.30E-07,0.462136235,0.59149199,-0.335229978,-0.228051132
LTBR,5.50E-10,-0.507903205,0.182,0.154,2.01E-05,0.264657801,0.376306783,-0.577315301,-0.424457954
LTN1,1.42E-11,-0.20723907,0.139,0.114,5.21E-07,0.186313067,0.215057335,-0.729756685,-0.667445741
LUC7L,9.27E-10,-0.349113344,0.244,0.208,3.39E-05,0.413151576,0.52622863,-0.383890586,-0.278825527
LUC7L2,1.02E-16,-0.271720414,0.42,0.351,3.74E-12,0.988266067,1.193045068,-0.005126116,0.07665685
LUCAT1,2.52E-08,-0.958073307,0.012,0.017,0.000922263,0.016833719,0.032680817,-1.773819932,-1.485707095
LUM,4.72E-23,-0.261282236,0.091,0.065,1.73E-18,0.409367922,0.490609297,-0.387886192,-0.309264226
LURAP1,5.04E-56,-1.979295578,0.005,0.017,1.84E-51,0.007648574,0.03017284,-2.116419537,-1.520383815
LURAP1L,1.33E-154,-1.397544711,0.204,0.278,4.88E-150,0.511025273,1.346301009,-0.291557621,0.129142171
LURAP1L-AS1,0,-2.145491654,0.053,0.149,0,0.122726632,0.543018729,-0.911061185,-0.265185191
LUZP2,0,-2.448429165,0.016,0.089,0,0.040409255,0.220604705,-1.393519161,-0.656385229
LY6E-DT,6.85E-10,-0.297393506,0.023,0.015,2.51E-05,0.022893486,0.028098917,-1.640288076,-1.551310417
LY6G6C,4.11E-69,-2.054052222,0.011,0.029,1.50E-64,0.014156392,0.058805683,-1.849047407,-1.230580704
LY6G6D,3.49E-149,-3.367075065,0.002,0.02,1.28E-144,0.00338959,0.035105003,-2.469852771,-1.454630988
LY6H,7.68E-43,0.283052899,0.065,0.036,2.81E-38,0.140087349,0.115087921,-0.853601083,-0.938970253
LY75,2.01E-107,0.187542812,0.15,0.081,7.37E-103,0.201902772,0.177248988,-0.694857719,-0.751416235
LYAR,7.98E-105,0.534468702,0.144,0.078,2.92E-100,0.171609787,0.118436319,-0.765457949,-0.926515098
LYN,2.82E-103,0.119997558,0.095,0.041,1.03E-98,0.16846292,0.154976694,-0.773495676,-0.809733608
LYPD2,3.61E-54,-1.210018789,0.003,0.014,1.32E-49,0.005072015,0.011718163,-2.294819513,-1.931140456
LYPD6,3.55E-13,-0.214412626,0.113,0.091,1.30E-08,0.133926929,0.155349578,-0.87313209,-0.808689922
LYPLA1,1.90E-145,0.184282709,0.334,0.219,6.95E-141,0.598227455,0.526450125,-0.223133659,-0.278642767
LYPLA2,4.82E-159,0.269219548,0.286,0.175,1.76E-154,0.429612628,0.356436213,-0.366922961,-0.448018179
LYRM2,1.18E-09,-0.408701641,0.229,0.194,4.33E-05,0.299927236,0.398117002,-0.522984095,-0.399989275
LYRM4,4.45E-200,0.303487402,0.326,0.198,1.63E-195,0.614778224,0.498106375,-0.211281524,-0.3026779
LYRM7,1.62E-86,0.254586144,0.139,0.079,5.92E-82,0.16074025,0.134694334,-0.793875361,-0.870650673
LYRM9,8.76E-39,-0.123375525,0.08,0.049,3.21E-34,0.078431316,0.085395744,-1.105510497,-1.068563773
LYSMD1,1.08E-20,-0.119890599,0.038,0.023,3.94E-16,0.03957508,0.042966349,-1.4025782,-1.366871544
LYSMD2,6.93E-93,0.60573749,0.064,0.023,2.54E-88,0.06660662,0.043723666,-1.176482601,-1.359283429
LYZ,3.77E-101,2.100010041,0.076,0.03,1.38E-96,0.43385364,0.101145547,-0.362656755,-0.995053233
LZIC,5.37E-49,-0.155057585,0.244,0.179,1.97E-44,0.346518695,0.385799291,-0.460273329,-0.413638574
LZTFL1,4.05E-76,0.16401708,0.129,0.075,1.48E-71,0.144454325,0.128889169,-0.840269451,-0.889783577
M6PR,9.72E-153,0.268090483,0.309,0.196,3.56E-148,0.50871865,0.422406378,-0.29352234,-0.374269533
MAB21L2,9.65E-07,-1.396743358,0.02,0.026,0.035312945,0.067687425,0.178215823,-1.169492006,-0.74905374
MAB21L4,7.56E-122,1.094211824,0.065,0.018,2.77E-117,0.06161013,0.028808321,-1.210347872,-1.540482057
MACC1-AS1,9.37E-33,-1.690809113,0.005,0.014,3.43E-28,0.009061044,0.029253812,-2.042821744,-1.533817538
MACF1,4.34E-83,-0.800849699,0.344,0.381,1.59E-78,0.899262814,1.566603954,-0.046113365,0.194959218
MACROD2,1.08E-15,-0.562275235,0.37,0.366,3.94E-11,1.192001457,1.760073836,0.076276786,0.245530887
MACROD2-AS1,1.91E-32,-1.56847589,0.004,0.013,7.00E-28,0.006757987,0.020040118,-2.17018262,-1.698099717
MAD1L1,1.66E-67,0.135594429,0.174,0.114,6.09E-63,0.271431865,0.247041737,-0.566339169,-0.607229668
MAD2L1,5.55E-128,0.221808933,0.195,0.112,2.03E-123,0.376822431,0.323079094,-0.423863253,-0.490691144
MAD2L1BP,5.39E-109,0.236564105,0.148,0.08,1.97E-104,0.160026362,0.135782285,-0.795808468,-0.867156886
MADCAM1,6.68E-08,-0.51429519,0.02,0.013,0.002444796,0.054775394,0.078203755,-1.261414492,-1.106772391
MADD,6.45E-07,-0.456711003,0.082,0.069,0.023596422,0.107349759,0.147295069,-0.969198927,-0.831811791
MAFA,1.64E-38,-2.262378533,0.003,0.01,5.99E-34,0.005312341,0.025517826,-2.274714084,-1.593156334
MAFF,0,-1.813245274,0.171,0.337,0,0.493318968,1.733686965,-0.306872186,0.238970684
MAFK,1.79E-51,-1.497687801,0.048,0.077,6.54E-47,0.06350428,0.1793235,-1.197197,-0.746362793
MAGED1,2.20E-26,-0.139483088,0.443,0.364,8.05E-22,1.134443752,1.249563831,0.054782968,0.096758446
MAGED2,6.93E-26,-0.250363453,0.447,0.365,2.54E-21,1.253420459,1.490915972,0.098096779,0.173453167
MAGEF1,1.79E-48,-0.11820131,0.276,0.204,6.54E-44,0.44184699,0.479534214,-0.354728099,-0.319180401
MAGEL2,2.67E-20,-1.217317509,0.013,0.023,9.76E-16,0.014786629,0.034365728,-1.830130832,-1.463874457
MAGI1,1.68E-66,0.176628185,0.566,0.478,6.16E-62,2.805009321,2.481741977,0.447934309,0.394756627
MAGI3,1.03E-196,-0.953803775,0.478,0.516,3.77E-192,1.621866746,3.141489562,0.210015169,0.497135621
MAGOH,5.45E-118,0.161688692,0.378,0.267,1.99E-113,0.804726058,0.71936588,-0.094351935,-0.143050165
MAIP1,6.35E-166,0.516786248,0.192,0.098,2.32E-161,0.221948998,0.155081022,-0.653746812,-0.809441345
MAK16,2.55E-38,-0.244367374,0.087,0.055,9.32E-34,0.085301482,0.101009642,-1.069043424,-0.99563717
MAL2-AS1,8.79E-92,-2.712027325,0.005,0.021,3.22E-87,0.008088156,0.053059398,-2.09215046,-1.275237681
MALAT1,3.30E-259,-0.36069711,0.986,0.975,1.21E-254,167.0634163,214.5171103,2.222881358,2.331461938
MALL,0,0.748570711,0.458,0.289,0,1.447637529,0.861576581,0.160659833,-0.064706115
MALRD1,0,0.885004073,0.575,0.324,0,3.776774978,2.045022728,0.57712111,0.310698139
MALT1,1.42E-14,-0.242081616,0.233,0.194,5.20E-10,0.380498515,0.449978554,-0.419647034,-0.346808185
MAMDC2,1.62E-14,-0.330157677,0.046,0.032,5.93E-10,0.067707023,0.08508306,-1.169366281,-1.070156898
MAMDC4,1.71E-18,-1.156629286,0.203,0.222,6.25E-14,1.10645356,2.466665753,0.04393319,0.392110304
MAML1,1.75E-13,-0.389921936,0.116,0.092,6.42E-09,0.123817758,0.162207296,-0.907217063,-0.789929615
MAML2,5.35E-100,-0.766941664,0.473,0.49,1.96E-95,1.806813777,3.074553583,0.256913393,0.487782066
MAMSTR,2.03E-13,-0.922955195,0.069,0.084,7.44E-09,0.076768497,0.145529553,-1.114816962,-0.837048806
MAN1B1,6.70E-28,-0.129226824,0.146,0.109,2.45E-23,0.197541349,0.216014556,-0.704341985,-0.665516983
MAN1C1,1.38E-203,1.223967554,0.082,0.016,5.03E-199,0.094882431,0.040569418,-1.022814197,-1.391801223
MAN2A1,8.26E-146,0.235655979,0.392,0.27,3.02E-141,0.924633871,0.785248016,-0.034030201,-0.104993152
MAN2B2,1.55E-20,-0.154094534,0.054,0.036,5.67E-16,0.052560201,0.058447417,-1.279342979,-1.233234674
MANBA,1.22E-101,0.169122006,0.208,0.129,4.46E-97,0.318256417,0.283010461,-0.497222831,-0.548197511
MANBAL,1.03E-140,0.18521256,0.27,0.168,3.77E-136,0.387098218,0.34041861,-0.412178828,-0.467986706
MANEA,1.44E-36,-0.14126961,0.078,0.049,5.28E-32,0.083215064,0.091738124,-1.07979805,-1.037450146
MANF,8.59E-196,0.369065855,0.362,0.231,3.14E-191,0.797878215,0.617740335,-0.098063393,-0.209194041
MANSC1,6.72E-21,-0.213818119,0.135,0.104,2.46E-16,0.146000777,0.169288237,-0.835644833,-0.771373217
MAOA,7.81E-27,-0.233049099,0.348,0.284,2.86E-22,0.685210154,0.805302302,-0.16417621,-0.094041059
MAOB,0,0.970470645,0.328,0.11,0,0.63511355,0.324074966,-0.197148621,-0.489354516
MAP11,9.26E-19,-1.293066717,0.027,0.04,3.39E-14,0.028746337,0.070429488,-1.541417494,-1.152245469
MAP1A,2.49E-08,0.199405481,0.017,0.011,0.000913113,0.03557735,0.030942675,-1.448826407,-1.50944214
MAP1LC3B,1.30E-175,-1.346324985,0.317,0.384,4.77E-171,0.694071358,1.764759617,-0.158595877,0.246685557
MAP2K3,5.24E-56,-0.133760544,0.205,0.143,1.92E-51,0.268562588,0.29461558,-0.570954486,-0.53074429
MAP2K7,6.73E-37,-0.286402331,0.168,0.122,2.46E-32,0.214618219,0.261711775,-0.668333414,-0.582176737
MAP3K1,9.93E-109,0.14401091,0.195,0.116,3.63E-104,0.29397395,0.266004967,-0.531691151,-0.575110254
MAP3K13,5.60E-98,0.137036571,0.523,0.416,2.05E-93,1.815653219,1.651086899,0.259032904,0.217769931
MAP3K2-DT,5.39E-13,-0.25674338,0.055,0.041,1.97E-08,0.05185411,0.061918163,-1.285216815,-1.208181939
MAP3K21,7.60E-17,-0.389321668,0.119,0.093,2.78E-12,0.141658952,0.185507788,-0.848755977,-0.731637853
MAP3K9,3.58E-13,-0.813162027,0.09,0.105,1.31E-08,0.10937334,0.192149639,-0.961088526,-0.716360426
MAP4K1,2.66E-15,-0.574217704,0.005,0.011,9.73E-11,0.008037853,0.0119367,-2.094859926,-1.923115726
MAP4K3-DT,1.82E-35,-0.134639758,0.312,0.245,6.67E-31,0.576977661,0.633379035,-0.238841001,-0.198336316
MAP7D2,5.16E-64,0.210872292,0.07,0.034,1.89E-59,0.069185613,0.059735286,-1.159984204,-1.223769055
MAPK1,3.38E-11,-0.279964875,0.261,0.22,1.24E-06,0.441450389,0.535958088,-0.355118096,-0.27086917
MAPK13,1.21E-165,0.384923994,0.338,0.219,4.43E-161,0.581406323,0.445208305,-0.235520249,-0.351436743
MAPK1IP1L,1.27E-21,-0.217623843,0.345,0.283,4.64E-17,0.639997852,0.744163657,-0.193821483,-0.128331543
MAPK3,2.44E-24,-0.17530866,0.274,0.22,8.92E-20,0.429637758,0.485112295,-0.366897558,-0.314157719
MAPK4,9.30E-20,0.650998889,0.022,0.011,3.40E-15,0.030854351,0.019602988,-1.510683582,-1.707677725
MAPK6,8.47E-49,-0.962591512,0.243,0.277,3.10E-44,0.395766887,0.771251268,-0.402560545,-0.112804109
MAPK7,1.96E-15,-0.120029036,0.054,0.038,7.17E-11,0.054093492,0.058748461,-1.26685498,-1.231003509
MAPK8,4.01E-34,-0.712372289,0.273,0.297,1.47E-29,0.598576673,0.980737709,-0.222880212,-0.008447126
MAPK8IP1,2.16E-07,-1.180769329,0.011,0.015,0.007910896,0.015064494,0.034134531,-1.822045446,-1.466806065
MAPK8IP3,6.68E-63,0.227351002,0.171,0.113,2.45E-58,0.263627963,0.225149225,-0.579008527,-0.647529544
MAPK9,4.21E-14,-0.321664841,0.101,0.079,1.54E-09,0.115942783,0.144867024,-0.935756281,-0.839030462
MAPKAP1,1.56E-31,-0.180971976,0.244,0.19,5.69E-27,0.405429516,0.459576968,-0.392084637,-0.337641744
MAPKAPK3,2.75E-111,0.140119329,0.209,0.126,1.01E-106,0.261105569,0.236897405,-0.583183866,-0.625439696
MAPKAPK5-AS1,1.71E-37,-0.179812977,0.166,0.12,6.26E-33,0.194379581,0.220143788,-0.711349359,-0.657293564
MAPKBP1,6.58E-271,0.823435879,0.199,0.08,2.41E-266,0.304705471,0.172139803,-0.516119748,-0.7641187
MAPRE1,1.55E-13,-0.429491545,0.222,0.184,5.68E-09,0.3329772,0.448406761,-0.477585503,-0.348327848
MAPRE2,9.59E-127,-0.990598031,0.119,0.185,3.51E-122,0.263206786,0.52297265,-0.579702918,-0.281521023
1-Mar,7.32E-224,0.761759581,0.19,0.084,2.68E-219,0.243283503,0.143435773,-0.613887339,-0.843342523
2-Mar,3.32E-228,0.485423077,0.214,0.1,1.21E-223,0.287541032,0.205342135,-0.541300173,-0.687521926
3-Mar,0,-1.360392527,0.128,0.27,0,0.455192531,1.16871891,-0.341804873,0.067710071
5-Mar,2.27E-28,-0.343196543,0.231,0.18,8.29E-24,0.341141965,0.43272582,-0.467064854,-0.36378719
6-Mar,3.94E-14,-0.577597258,0.407,0.393,1.44E-09,0.939841708,1.402553233,-0.026945286,0.146919354
7-Mar,3.93E-08,-0.420593285,0.292,0.252,0.00143966,0.519446221,0.69523389,-0.284459409,-0.157869066
8-Mar,8.59E-64,-1.081268693,0.125,0.169,3.15E-59,0.200311832,0.423819899,-0.698293398,-0.372818656
9-Mar,1.20E-07,-0.829410331,0.109,0.119,0.004374318,0.12278692,0.218161988,-0.910847896,-0.661220918
MARCKS,1.75E-119,-0.895859581,0.42,0.451,6.41E-115,1.189586813,2.213462049,0.075396141,0.34507208
MARF1,2.69E-22,-0.421188674,0.125,0.094,9.86E-18,0.160162596,0.214429207,-0.795438902,-0.66871606
MARK2,7.79E-26,-0.160485112,0.219,0.172,2.85E-21,0.319705813,0.357285886,-0.495249467,-0.44698414
MARS,1.29E-18,-0.336868494,0.09,0.066,4.71E-14,0.109251336,0.137950995,-0.961573242,-0.860275162
MARS2,9.80E-24,0.391025044,0.025,0.012,3.59E-19,0.021715094,0.016515699,-1.663238279,-1.782103046
MARVELD1,1.83E-10,-0.937299943,0.059,0.071,6.72E-06,0.073229144,0.140206701,-1.135316041,-0.853231228
MARVELD2,1.25E-39,-0.17655243,0.241,0.181,4.59E-35,0.323665834,0.36576341,-0.489903142,-0.436799742
MASP1,1.29E-224,0.949675127,0.122,0.037,4.72E-220,0.156624808,0.081043882,-0.805139449,-1.091279763
MAST3,8.94E-39,-0.247482377,0.105,0.069,3.27E-34,0.132909453,0.157745123,-0.876444129,-0.802044058
MAST4,1.97E-21,-0.172008453,0.287,0.234,7.20E-17,0.725790814,0.817657405,-0.139188533,-0.087428626
MAT2B,5.96E-183,0.294423283,0.247,0.137,2.18E-178,0.367096196,0.299286593,-0.435220116,-0.523912738
MATK,9.11E-90,2.183362979,0.04,0.009,3.34E-85,0.053078776,0.011631997,-1.275079104,-1.934345708
MATN3,2.10E-92,-1.815574334,0.001,0.013,7.68E-88,0.005362538,0.018882823,-2.270629577,-1.72393308
MAU2,2.68E-25,-0.175160459,0.135,0.102,9.79E-21,0.184813751,0.208634126,-0.733265718,-0.680614654
MAVS,2.46E-22,-0.191205629,0.142,0.108,9.00E-18,0.183997278,0.210035902,-0.735188601,-0.677706463
MAZ,1.50E-26,-0.768217353,0.246,0.264,5.48E-22,0.394224216,0.671401808,-0.404256702,-0.173017494
MB21D2,4.42E-69,-0.123986498,0.306,0.221,1.62E-64,0.556010369,0.605869852,-0.254917109,-0.217620657
MBD3,1.49E-12,-0.368785414,0.147,0.12,5.46E-08,0.206355476,0.266425411,-0.685384003,-0.574424356
MBNL1,1.35E-62,-0.641391855,0.445,0.458,4.94E-58,1.498704483,2.337699843,0.175716006,0.368788748
MBNL1-AS1,9.74E-15,-0.954465473,0.018,0.028,3.56E-10,0.023178964,0.044895254,-1.634905979,-1.347799568
MBNL2,1.28E-64,-0.800035167,0.332,0.363,4.70E-60,0.787564244,1.371236435,-0.103714009,0.137112344
MBOAT1,1.38E-23,-0.128015282,0.282,0.23,5.07E-19,0.502620732,0.54922067,-0.298759601,-0.260253126
MBOAT2,1.58E-130,-0.668168879,0.096,0.16,5.78E-126,0.235585574,0.374329611,-0.627851306,-0.426745817
MBOAT7,1.29E-32,-0.19712458,0.303,0.239,4.74E-28,0.489480134,0.561108586,-0.310264929,-0.250953085
MBTPS1,2.32E-14,-0.302012819,0.169,0.138,8.49E-10,0.241218592,0.297354223,-0.617589221,-0.526725889
MBTPS2,1.41E-78,0.301476037,0.12,0.067,5.16E-74,0.136203063,0.110475069,-0.865813125,-0.956735719
MCAT,3.01E-117,0.397519072,0.148,0.078,1.10E-112,0.164124186,0.124552927,-0.784827414,-0.904646061
MCCC1,2.11E-166,0.356900532,0.235,0.131,7.71E-162,0.346468095,0.270492633,-0.460336752,-0.567844559
MCCC2,5.43E-167,0.451062149,0.198,0.103,1.99E-162,0.254846415,0.186376663,-0.593721472,-0.729608469
MCF2L-AS1,1.81E-39,0.997135342,0.023,0.007,6.62E-35,0.017452668,0.00869491,-1.758138162,-2.060734932
MCF2L2,1.01E-25,-0.15170762,0.278,0.228,3.70E-21,0.664867291,0.738552588,-0.177265032,-0.131618576
MCFD2,2.25E-106,0.217696356,0.217,0.135,8.22E-102,0.280294603,0.240993655,-0.552385264,-0.617994392
MCL1,2.48E-31,-0.687008885,0.336,0.348,9.09E-27,0.768063834,1.236509977,-0.114602684,0.092197625
MCM2,3.24E-57,0.198180105,0.097,0.057,1.19E-52,0.116441306,0.101454037,-0.933892934,-0.993730666
MCM3AP-AS1,8.84E-36,0.134720521,0.079,0.05,3.24E-31,0.091282051,0.083102677,-1.039614609,-1.080384986
MCM4,9.22E-56,0.350309187,0.112,0.069,3.37E-51,0.16485392,0.129270486,-0.782900722,-0.888500619
MCM6,7.22E-282,0.853036651,0.196,0.077,2.64E-277,0.269528118,0.149167877,-0.569395922,-0.826324692
MCM7,2.66E-98,0.254538487,0.224,0.147,9.72E-94,0.478333741,0.400923196,-0.320268983,-0.396938816
MCMBP,1.89E-30,-0.18479248,0.165,0.124,6.92E-26,0.222710376,0.25310743,-0.652259549,-0.596695105
MCOLN1,3.06E-35,-0.196918256,0.082,0.052,1.12E-30,0.096791105,0.110909623,-1.014164553,-0.955030771
MCOLN3,2.75E-267,0.582883447,0.29,0.149,1.01E-262,0.488005089,0.325760196,-0.311575649,-0.487101982
MCRIP1,6.38E-72,-0.237381138,0.21,0.14,2.34E-67,0.321478091,0.37893839,-0.49284862,-0.421431394
MCRIP2,1.25E-126,0.145938766,0.298,0.195,4.56E-122,0.457781932,0.413697861,-0.339341352,-0.383316724
MCRS1,5.53E-125,0.251330868,0.183,0.102,2.03E-120,0.226920273,0.190597962,-0.644126702,-0.719881748
MCTP2,5.21E-67,-0.848618051,0.16,0.207,1.91E-62,0.268785159,0.483996748,-0.570594714,-0.315157557
MCTS1,4.45E-120,0.104168544,0.334,0.228,1.63E-115,0.603042749,0.560994492,-0.2196519,-0.251041403
MCU,1.74E-32,-0.773091466,0.388,0.391,6.39E-28,0.962373834,1.644600847,-0.016656193,0.21606051
MCUB,5.10E-22,0.123576457,0.032,0.018,1.87E-17,0.050458626,0.046275334,-1.297064582,-1.334650438
MCUR1,3.08E-23,-0.283157083,0.265,0.213,1.13E-18,0.416771875,0.507115259,-0.380101596,-0.294893322
MDC1,4.42E-13,-0.314191905,0.059,0.044,1.62E-08,0.070066321,0.087079382,-1.154490683,-1.060084664
MDFIC,1.37E-116,-0.968031288,0.05,0.097,5.02E-112,0.110354958,0.215850956,-0.957208152,-0.665846024
MDH1,2.24E-242,0.252944336,0.434,0.286,8.19E-238,1.136686961,0.953844699,0.055640878,-0.02052233
MDH2,0,0.637626721,0.488,0.316,0,1.562904882,1.004541356,0.193932548,0.001967821
MDM4,2.86E-36,-0.152632742,0.289,0.226,1.05E-31,0.546426966,0.607368561,-0.262467877,-0.216547692
ME2,2.20E-239,0.509995743,0.238,0.116,8.04E-235,0.340274439,0.238903979,-0.468170674,-0.621776617
ME3,7.62E-16,-0.363253847,0.1,0.077,2.79E-11,0.131434119,0.169032495,-0.881291883,-0.772029799
MEA1,1.00E-150,0.114979244,0.29,0.18,3.68E-146,0.454693027,0.419820531,-0.342281706,-0.376936327
MECOM,2.75E-60,-0.741063283,0.446,0.453,1.01E-55,1.472215133,2.460643755,0.167971277,0.391048742
