Gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,Epithelial.cells,Goblet.cells,log(Epithelialcells),log(Gobletcells)
NUDT14,3.90E-20,-0.223157308,0.124,0.258,1.43E-15,0.410780057,0.351043977,-0.386390649,-0.454638474
ATP6V1G1,2.68E-11,-0.223230736,0.355,0.497,9.81E-07,1.80357049,1.544152939,0.256133121,0.188690312
TEX264,1.53E-22,-0.223262644,0.12,0.263,5.59E-18,0.405264605,0.346293603,-0.392261325,-0.46055553
CDC23,4.58E-11,-0.223310745,0.052,0.118,1.67E-06,0.139833989,0.118914845,-0.854387253,-0.924763925
TMEM160,1.17E-15,-0.223368882,0.114,0.228,4.29E-11,0.393133911,0.335877337,-0.405459493,-0.473819298
P4HTM,1.87E-20,-0.223370738,0.108,0.237,6.85E-16,0.351644825,0.300338937,-0.453895769,-0.522388361
ZCRB1,3.22E-15,-0.2239273,0.149,0.272,1.18E-10,0.466506388,0.398570836,-0.331142405,-0.399494482
FTSJ3,2.16E-12,-0.224069018,0.04,0.107,7.91E-08,0.138671559,0.117856687,-0.858012602,-0.92864577
ISCA1,1.70E-17,-0.224088334,0.103,0.219,6.24E-13,0.328400197,0.280288589,-0.483596591,-0.552394582
CCDC200,2.41E-07,-0.224542323,0.053,0.101,0.008808454,0.177630212,0.151161146,-0.750483166,-0.820559824
NRAS,7.70E-16,-0.224615908,0.066,0.159,2.82E-11,0.202310288,0.172275165,-0.693982031,-0.763777326
SLC49A4,1.44E-12,-0.225401072,0.046,0.116,5.28E-08,0.174978025,0.148802106,-0.757016489,-0.827390922
ARV1,1.61E-11,-0.225408892,0.057,0.128,5.91E-07,0.14723236,0.125068969,-0.831996725,-0.90285043
CASP8AP2,1.23E-11,-0.225419416,0.052,0.121,4.49E-07,0.171889701,0.146158616,-0.764750143,-0.835175577
METTL2A,7.06E-09,-0.225614035,0.05,0.106,0.000258424,0.133734047,0.113506886,-0.873758012,-0.944977791
FZR1,5.17E-10,-0.22583575,0.068,0.136,1.89E-05,0.189036069,0.160778041,-0.723455322,-0.793773267
PPIA,1.22E-06,-0.226284484,0.636,0.715,0.044796819,6.607683377,5.647603134,0.820049225,0.751864171
ITPKC,1.83E-09,-0.226293322,0.127,0.21,6.71E-05,0.703033849,0.600106657,-0.153023765,-0.221771556
TEFM,8.16E-16,-0.226338256,0.05,0.136,2.99E-11,0.16938049,0.143920121,-0.771136615,-0.841878484
AATK,3.89E-10,-0.226785821,0.089,0.164,1.43E-05,0.256589163,0.21839821,-0.59076169,-0.660750926
TMEM38B,1.28E-19,-0.22692407,0.142,0.281,4.70E-15,0.476300515,0.406110597,-0.322118949,-0.391355678
TOB1,2.74E-14,-0.227015974,0.166,0.289,1.00E-09,0.58978228,0.503043524,-0.22930828,-0.298394438
COQ6,4.49E-09,-0.22712949,0.025,0.07,0.000164416,0.07689501,0.064827327,-1.114101841,-1.188241888
DDT,4.51E-12,-0.228153271,0.331,0.482,1.65E-07,1.666828291,1.422149703,0.221890863,0.152945315
SLC2A14,2.48E-07,-0.228226493,0.019,0.055,0.009066875,0.071036771,0.0597763,-1.148516788,-1.223470968
SMO,7.59E-08,-0.228289419,0.023,0.062,0.002779169,0.089804628,0.075794769,-1.046701281,-1.120360764
ALDH3A2,3.76E-21,-0.228520796,0.077,0.196,1.38E-16,0.282841064,0.240540916,-0.548457538,-0.61881104
DNAJC19,9.03E-16,-0.228615437,0.179,0.314,3.30E-11,0.598461641,0.509892585,-0.222963681,-0.292521304
ID2,4.80E-08,-0.228664127,0.48,0.594,0.001756265,3.99336069,3.407166256,0.601338539,0.532393326
EIF4G2,1.75E-16,-0.228736773,0.273,0.436,6.41E-12,1.265048243,1.078702495,0.102107088,0.032901683
GOLGA1,1.93E-17,-0.228911139,0.05,0.143,7.05E-13,0.2005478,0.170256519,-0.697782098,-0.76889625
ZDHHC6,4.71E-19,-0.228924972,0.075,0.184,1.73E-14,0.24671884,0.209651263,-0.607797686,-0.678502517
NIPA2,2.49E-09,-0.229047585,0.088,0.159,9.10E-05,0.234360628,0.19908937,-0.630115348,-0.700951928
ZDHHC12,7.34E-17,-0.22949746,0.126,0.249,2.69E-12,0.376138338,0.319953762,-0.424652399,-0.494912779
MIGA1,2.67E-11,-0.229764364,0.083,0.161,9.76E-07,0.240354086,0.20410111,-0.619148491,-0.690154633
FAM32A,1.91E-19,-0.229908198,0.163,0.307,6.98E-15,0.57344909,0.48810717,-0.241505132,-0.311484813
YTHDF3,1.41E-14,-0.229943335,0.152,0.27,5.18E-10,0.531907717,0.452674246,-0.274163709,-0.344214213
CACNA2D1,2.92E-07,-0.230239817,0.129,0.205,0.01068173,0.902304013,0.76834136,-0.044647111,-0.114445788
TRMT61B,5.45E-11,-0.23060233,0.06,0.129,2.00E-06,0.170448374,0.144402916,-0.768407138,-0.840424037
GNPAT,2.22E-25,-0.230711864,0.138,0.298,8.13E-21,0.555888204,0.472869214,-0.255012542,-0.325258959
STXBP6,1.57E-21,-0.230939051,0.159,0.311,5.74E-17,0.691615409,0.588445066,-0.16013534,-0.230294074
NFRKB,2.64E-15,-0.230941905,0.062,0.151,9.67E-11,0.188400049,0.159664959,-0.724918988,-0.796790386
NUBP1,1.24E-14,-0.23108563,0.068,0.157,4.53E-10,0.217352804,0.184316526,-0.662834753,-0.734435725
ATP5F1C,7.06E-10,-0.231143866,0.384,0.517,2.58E-05,2.130591029,1.81430983,0.328500094,0.258711454
MUTYH,1.03E-17,-0.23164781,0.068,0.169,3.79E-13,0.253236576,0.214805205,-0.596473567,-0.6679552
SGCE,9.11E-15,-0.231850824,0.064,0.152,3.33E-10,0.269378239,0.228520156,-0.56963749,-0.641075488
PDLIM1,4.46E-07,-0.231865474,0.441,0.557,0.016319234,2.674176312,2.276282999,0.427190037,0.357226255
EML4,6.13E-17,-0.23188803,0.37,0.548,2.24E-12,2.315912722,1.971178859,0.364722188,0.294726033
MTHFD1,2.67E-17,-0.232134116,0.054,0.149,9.78E-13,0.221446803,0.18766751,-0.654730585,-0.726610909
LSM6,2.38E-18,-0.23252682,0.195,0.345,8.71E-14,0.729381889,0.619941507,-0.137045025,-0.207649285
SVBP,5.84E-12,-0.232527555,0.126,0.224,2.14E-07,0.360735202,0.306170362,-0.442811475,-0.514036853
TMEM98,3.01E-13,-0.232655603,0.266,0.412,1.10E-08,1.075394681,0.914366116,0.031567884,-0.038879876
ATRAID,4.23E-16,-0.232666581,0.244,0.393,1.55E-11,0.939506934,0.798710472,-0.02710001,-0.097610621
ZCCHC9,1.31E-15,-0.232752861,0.092,0.195,4.78E-11,0.26058486,0.220893521,-0.584050821,-0.655817022
MFF,1.93E-23,-0.232765614,0.167,0.33,7.07E-19,0.64321287,0.546508753,-0.191645274,-0.262402878
EXOSC7,4.26E-21,-0.232833014,0.11,0.245,1.56E-16,0.38743328,0.328824413,-0.411803077,-0.483035946
RPS16,9.79E-09,-0.23305252,0.823,0.848,0.000358405,17.17687311,14.61377961,1.234944108,1.164762553
PIGN,3.12E-13,-0.233242004,0.112,0.212,1.14E-08,0.352801065,0.299268606,-0.452470113,-0.52393884
MTCH1,5.13E-15,-0.233283957,0.213,0.35,1.88E-10,0.773357912,0.657026021,-0.111619467,-0.18241743
AFDN-DT,3.89E-10,-0.233320644,0.03,0.082,1.43E-05,0.090229479,0.075889256,-1.044651549,-1.119819707
PDCD7,5.85E-15,-0.233604338,0.069,0.16,2.14E-10,0.201856187,0.1708135,-0.694957936,-0.767477809
SNRPE,2.77E-09,-0.233653145,0.386,0.503,0.000101319,2.300424508,1.955595158,0.361807986,0.291278953
MTCH2,3.92E-19,-0.233746058,0.208,0.364,1.43E-14,0.812660627,0.690239291,-0.090090781,-0.161000322
ACAT2,1.28E-11,-0.233850477,0.09,0.174,4.68E-07,0.272043203,0.230468602,-0.56536212,-0.637388233
HRAS,1.26E-08,-0.234156715,0.038,0.087,0.000462265,0.109991579,0.092646157,-0.958640563,-1.033172589
RAD51D,4.50E-11,-0.234453127,0.027,0.082,1.65E-06,0.094419904,0.079390909,-1.024936446,-1.100229226
TBC1D20,1.29E-09,-0.234599503,0.059,0.121,4.70E-05,0.167195513,0.141236277,-0.776775383,-0.85005374
GNG10,3.85E-18,-0.234783351,0.167,0.308,1.41E-13,0.581424299,0.493235012,-0.235506822,-0.306946103
ANTKMT,1.13E-23,-0.234817158,0.097,0.236,4.15E-19,0.369934155,0.313500655,-0.43187557,-0.503761548
SHANK3,2.81E-08,-0.234879575,0.013,0.049,0.001027948,0.071077265,0.05953164,-1.148269291,-1.225252155
CBWD3,1.27E-07,-0.235446943,0.033,0.076,0.004657657,0.092926367,0.078066991,-1.031861042,-1.107532562
PCYOX1L,7.66E-07,-0.235452699,0.033,0.072,0.028028686,0.081147366,0.068061375,-1.090725575,-1.167099282
REEP5,5.28E-14,-0.235453932,0.209,0.346,1.93E-09,0.70865176,0.601074652,-0.14956713,-0.221071586
GABPA,1.68E-09,-0.235599475,0.046,0.102,6.14E-05,0.132767408,0.111896916,-0.876908524,-0.951181885
CENPN,1.83E-13,-0.235779975,0.05,0.126,6.71E-09,0.194563036,0.164361246,-0.710939665,-0.784200576
MAP2K2,7.31E-18,-0.235813811,0.142,0.271,2.68E-13,0.530960446,0.450028014,-0.27493783,-0.346760451
LANCL2,2.01E-13,-0.235835288,0.076,0.162,7.34E-09,0.236419805,0.199899393,-0.626316146,-0.699188524
C1orf52,1.58E-15,-0.235980763,0.105,0.212,5.79E-11,0.323032917,0.273422998,-0.490753221,-0.563164959
TMEM164,1.26E-13,-0.236259196,0.12,0.222,4.59E-09,0.418235613,0.354191794,-0.37857899,-0.450761505
KLHL36,9.00E-10,-0.236292115,0.041,0.097,3.29E-05,0.116004626,0.097612451,-0.935524692,-1.010494781
HDAC6,1.26E-13,-0.236339951,0.059,0.14,4.61E-09,0.20329205,0.171707147,-0.691879605,-0.765211627
TOP1MT,2.22E-12,-0.236341824,0.033,0.097,8.13E-08,0.115377045,0.097076307,-0.937880589,-1.012886753
TARBP1,6.94E-17,-0.236405424,0.074,0.175,2.54E-12,0.251676986,0.21277124,-0.599156495,-0.672087076
GPN1,1.57E-16,-0.236459821,0.056,0.148,5.76E-12,0.183348052,0.154763831,-0.7367237,-0.810330529
TIMM21,1.97E-11,-0.236573547,0.039,0.102,7.19E-07,0.123091535,0.103608316,-0.909771812,-0.984605384
TRAPPC2L,1.97E-21,-0.236584536,0.188,0.347,7.23E-17,0.749374336,0.635166481,-0.125301185,-0.197112429
PHTF2,1.12E-15,-0.236793228,0.1,0.206,4.10E-11,0.379969313,0.321586473,-0.420251476,-0.492702227
DEDD,6.04E-09,-0.236911838,0.044,0.097,0.000220977,0.12204273,0.102693844,-0.913488087,-0.988455588
NEIL3,1.33E-10,-0.236914803,0.004,0.043,4.87E-06,0.052537604,0.0437145,-1.279529738,-1.359374482
SLC25A24,7.30E-16,-0.237754436,0.099,0.206,2.67E-11,0.31682529,0.267821507,-0.49918016,-0.572154551
KAT5,6.66E-18,-0.23782311,0.084,0.195,2.44E-13,0.279790852,0.236402627,-0.553166489,-0.626347702
CCDC58,1.42E-16,-0.237985437,0.105,0.217,5.22E-12,0.347540482,0.293822774,-0.458994601,-0.531914545
MSRB2,3.83E-21,-0.238028996,0.16,0.313,1.40E-16,0.55742214,0.471773148,-0.253815786,-0.326266781
AUH,1.36E-26,-0.238125272,0.146,0.315,4.99E-22,0.66154545,0.560022175,-0.179440313,-0.251794776
ACVR1C,6.00E-08,-0.238436063,0.059,0.113,0.002197177,0.140209255,0.11798358,-0.85322332,-0.928178429
EPHA2,1.19E-07,-0.238461412,0.07,0.126,0.004355444,0.230954019,0.194901184,-0.636474476,-0.710185522
ZNF627,2.00E-09,-0.238569824,0.05,0.108,7.33E-05,0.134241639,0.112914498,-0.872112753,-0.94725029
ZNF516,3.37E-14,-0.23884045,0.091,0.186,1.23E-09,0.33464716,0.282722033,-0.475412856,-0.548640345
UBE2Q1,4.55E-09,-0.238902456,0.058,0.117,0.000166558,0.135413976,0.113881691,-0.86833651,-0.943546092
SUMO3,5.37E-19,-0.238915239,0.179,0.33,1.96E-14,0.688844359,0.58284774,-0.161878894,-0.234444883
CSE1L,2.66E-20,-0.238968654,0.074,0.188,9.73E-16,0.304752439,0.257365516,-0.516052809,-0.589449645
FH,1.74E-21,-0.238989241,0.091,0.218,6.37E-17,0.342761659,0.289568515,-0.465007763,-0.53824866
ACADM,1.87E-19,-0.239085111,0.115,0.244,6.86E-15,0.403377527,0.340907977,-0.394288301,-0.467362837
RPL13,4.17E-17,-0.239297848,0.968,0.968,1.53E-12,57.57973352,48.77823748,1.760269651,1.688226104
KLHDC2,8.59E-21,-0.239521849,0.197,0.358,3.14E-16,0.759833831,0.64273228,-0.119281374,-0.191969888
SNAP29,1.77E-15,-0.239536304,0.069,0.162,6.48E-11,0.21056659,0.177486862,-0.676610535,-0.750833788
DNAJC2,2.10E-21,-0.239543849,0.134,0.279,7.69E-17,0.479200713,0.405022545,-0.319482544,-0.392520802
TMEM250,1.31E-08,-0.239621778,0.034,0.082,0.000477968,0.084786882,0.070944992,-1.071671336,-1.149078257
NHEJ1,5.27E-13,-0.239628831,0.079,0.166,1.93E-08,0.220077744,0.18553102,-0.657423875,-0.731583468
MYL5,5.33E-17,-0.239703196,0.064,0.162,1.95E-12,0.211427114,0.178195025,-0.674839318,-0.749104426
ANAPC5,7.01E-18,-0.23987824,0.19,0.337,2.57E-13,0.707025244,0.59785411,-0.15056508,-0.223404781
PRRC2C,4.02E-17,-0.239950612,0.293,0.465,1.47E-12,1.413018155,1.195640728,0.150147742,0.0776007
FAM136A,1.10E-16,-0.240528408,0.171,0.307,4.01E-12,0.562770924,0.475482406,-0.249668349,-0.322865548
SPATA20,2.10E-15,-0.240808002,0.062,0.152,7.69E-11,0.2146456,0.180781655,-0.66827801,-0.742845641
TM2D3,3.16E-20,-0.240919132,0.09,0.212,1.16E-15,0.310835256,0.26216393,-0.507469728,-0.581427062
PDHA1,1.29E-21,-0.240938141,0.127,0.27,4.71E-17,0.460794807,0.389055468,-0.336492424,-0.409988477
YWHAQ,3.05E-12,-0.241006966,0.33,0.481,1.12E-07,1.69313065,1.431783399,0.228690472,0.155877323
AMPD2,6.74E-07,-0.241068494,0.031,0.07,0.02467433,0.089984364,0.075270689,-1.045832948,-1.123374106
HNRNPU,4.27E-12,-0.241078592,0.373,0.528,1.56E-07,2.013318384,1.702627117,0.303912459,0.231119546
TMEM177,2.64E-16,-0.241234296,0.071,0.168,9.66E-12,0.209401124,0.176291047,-0.679020992,-0.753769742
RCE1,1.42E-13,-0.241441179,0.049,0.125,5.19E-09,0.136333731,0.114457944,-0.865396681,-0.94135406
UTP6,4.19E-14,-0.241483029,0.064,0.15,1.54E-09,0.212601889,0.178967953,-0.67243288,-0.747224729
ACD,4.31E-14,-0.241551093,0.04,0.114,1.58E-09,0.140909724,0.118319694,-0.851059037,-0.926942961
STX16,1.39E-10,-0.241922513,0.091,0.169,5.09E-06,0.268760036,0.226401499,-0.570635309,-0.645120703
SRA1,1.25E-07,-0.241982648,0.11,0.179,0.004588566,0.274151855,0.230951253,-0.562008811,-0.636479678
EXOSC4,1.17E-14,-0.242093798,0.078,0.172,4.28E-10,0.22800457,0.191915064,-0.642056449,-0.716890936
RPS19,2.51E-13,-0.242122387,0.932,0.94,9.20E-09,41.28220196,34.90325808,1.615762854,1.542865969
FAM189B,8.17E-07,-0.242146377,0.025,0.062,0.02991211,0.066299392,0.055188493,-1.178490453,-1.258151465
RPL37A,1.65E-09,-0.242225686,0.883,0.899,6.05E-05,31.1417788,26.32763941,1.493343416,1.420411921
ZNF195,2.98E-12,-0.242289416,0.056,0.13,1.09E-07,0.163587974,0.137430961,-0.786248627,-0.861915415
NEDD1,7.35E-08,-0.24265443,0.043,0.091,0.002690556,0.116940291,0.097969873,-0.932035829,-1.008907454
PCYOX1,1.07E-14,-0.242715111,0.086,0.181,3.90E-10,0.242462771,0.204051449,-0.615354936,-0.690260318
SLC25A20,1.71E-10,-0.24272223,0.049,0.111,6.24E-06,0.130660812,0.109561114,-0.883854646,-0.960343561
TMA16,4.75E-17,-0.242739998,0.098,0.21,1.74E-12,0.328687355,0.276919645,-0.483217004,-0.557646234
OCLN,6.81E-21,-0.242806489,0.217,0.387,2.49E-16,1.003854144,0.847490114,0.001670616,-0.071865359
GINS2,5.15E-14,-0.24290248,0.048,0.126,1.89E-09,0.227660694,0.191516436,-0.642711945,-0.717793949
COPS8,3.11E-18,-0.243126317,0.121,0.249,1.14E-13,0.41509993,0.349856323,-0.38184734,-0.456110272
PANK1,6.29E-21,-0.243205352,0.066,0.178,2.30E-16,0.227680914,0.191493133,-0.642673374,-0.717846795
GRPEL1,1.99E-22,-0.243310551,0.095,0.229,7.28E-18,0.340144388,0.286488757,-0.46833669,-0.542892417
TMCC3,6.11E-07,-0.243313077,0.084,0.14,0.022372763,0.381676003,0.321574288,-0.418305145,-0.492718684
ILF2,2.09E-15,-0.243482472,0.233,0.38,7.63E-11,1.031453565,0.870406036,0.013449681,-0.060278106
ATP6V1D,1.14E-14,-0.243520289,0.152,0.273,4.16E-10,0.470031025,0.396159848,-0.327873475,-0.402129543
PARS2,7.73E-10,-0.243613192,0.011,0.053,2.83E-05,0.052365918,0.043362925,-1.280951278,-1.362881436
OCIAD1,4.56E-16,-0.243622478,0.295,0.459,1.67E-11,1.330667032,1.123043727,0.124069397,0.050396666
AP001816.1,7.05E-07,-0.243755783,0.024,0.06,0.02580463,0.072835744,0.060646218,-1.137655438,-1.21719628
WDR19,3.15E-07,-0.243769499,0.032,0.072,0.011525567,0.102794717,0.085947058,-0.988029205,-1.065768985
C1orf131,1.55E-19,-0.243805246,0.127,0.259,5.68E-15,0.423234872,0.356561387,-0.373418556,-0.447865689
MRPL55,6.68E-18,-0.243820972,0.17,0.309,2.44E-13,0.587109897,0.49495088,-0.231280598,-0.305437899
SMYD4,4.35E-14,-0.243835156,0.036,0.108,1.59E-09,0.136456375,0.114370289,-0.86500617,-0.941686783
ATAD1,1.10E-16,-0.244268813,0.117,0.234,4.04E-12,0.384155645,0.323454166,-0.415492781,-0.49018725
ZC3H15,2.03E-16,-0.244300754,0.257,0.412,7.41E-12,1.075111346,0.906768977,0.031453445,-0.042503347
PPP2R3B,2.09E-07,-0.244356112,0.011,0.043,0.007646028,0.054626227,0.045248284,-1.262598793,-1.344397886
MRPS30,3.33E-19,-0.244734564,0.098,0.218,1.22E-14,0.30590033,0.257304256,-0.514420055,-0.589553029
DHRS13,1.36E-09,-0.244844834,0.023,0.069,4.99E-05,0.073622945,0.061264116,-1.132986814,-1.212793832
FLVCR1-DT,9.68E-07,-0.244846452,0.019,0.052,0.035441028,0.058582458,0.048571295,-1.232232409,-1.313620321
ZNF493,5.36E-11,-0.245578271,0.04,0.1,1.96E-06,0.133071632,0.111376169,-0.875914518,-0.953207724
BNIP3,7.72E-22,-0.245842948,0.239,0.411,2.83E-17,1.362982417,1.148567519,0.134490253,0.06015653
GNPTAB,3.43E-10,-0.246068863,0.059,0.124,1.26E-05,0.180609139,0.151421195,-0.743260277,-0.81981333
GTPBP6,6.24E-18,-0.246101971,0.076,0.183,2.28E-13,0.259398697,0.217850811,-0.58603221,-0.66184082
HNRNPR,3.17E-16,-0.246108323,0.263,0.417,1.16E-11,1.178448702,0.992763218,0.071310682,-0.003154322
GPI,2.63E-16,-0.246269305,0.183,0.319,9.62E-12,0.700702416,0.58987701,-0.154466385,-0.22923853
PKIA,2.23E-08,-0.246417975,0.025,0.069,0.000817113,0.096565912,0.08053701,-1.015176156,-1.094004499
PSMC2,1.09E-20,-0.246477973,0.099,0.227,3.99E-16,0.343192945,0.288428323,-0.464461648,-0.539962095
CGN,5.70E-14,-0.246542817,0.12,0.223,2.09E-09,0.376595175,0.316570525,-0.424125248,-0.499529524
NHP2,2.70E-15,-0.246799359,0.216,0.355,9.88E-11,0.888157708,0.74764058,-0.051509911,-0.126307134
HNRNPK,1.21E-08,-0.246808284,0.431,0.567,0.000441584,2.602932007,2.192777104,0.415462824,0.340994488
VEGFB,4.03E-11,-0.246879634,0.067,0.139,1.48E-06,0.217975812,0.182825165,-0.661591696,-0.737964027
ARPC1A,1.01E-13,-0.24707928,0.276,0.42,3.70E-09,1.207199767,1.016320368,0.081779143,0.007030629
LIN54,5.47E-10,-0.247763342,0.057,0.12,2.00E-05,0.17688309,0.148104337,-0.752313684,-0.829432223
LRIF1,1.44E-10,-0.248073289,0.069,0.139,5.28E-06,0.189187498,0.158432894,-0.723107566,-0.800154645
PSMA5,2.26E-18,-0.24866656,0.219,0.375,8.27E-14,0.893548183,0.751209462,-0.048882024,-0.12423895
DYNLL2,6.38E-09,-0.248707182,0.073,0.136,0.000233476,0.195591273,0.16375265,-0.708650526,-0.785811664
ERP29,2.10E-15,-0.248959423,0.336,0.498,7.70E-11,1.676384759,1.40981625,0.224373704,0.149162512
TXN,1.10E-07,-0.249221731,0.615,0.677,0.004022947,5.57641491,4.690850789,0.74635508,0.671251619
CMSS1,5.70E-14,-0.249268917,0.155,0.272,2.09E-09,0.674608935,0.566696967,-0.170947911,-0.246649112
AP2M1,3.85E-16,-0.249328122,0.246,0.399,1.41E-11,1.005376197,0.844944244,0.002328599,-0.073171948
SCYL3,2.77E-07,-0.2493403,0.033,0.075,0.010129985,0.092632233,0.077062932,-1.033237866,-1.113154472
DFFA,2.32E-18,-0.249452184,0.071,0.176,8.49E-14,0.237567917,0.198979072,-0.62421221,-0.701192599
FAM210A,2.48E-21,-0.249750548,0.083,0.204,9.09E-17,0.302491499,0.253541191,-0.519286826,-0.595951473
TMEM199,1.75E-12,-0.249798244,0.06,0.137,6.41E-08,0.154309713,0.128909821,-0.811606737,-0.889713996
PLCXD1,1.48E-09,-0.249803263,0.026,0.075,5.43E-05,0.095633255,0.079561817,-1.019391064,-1.099295309
RPS28,1.76E-17,-0.249848193,0.913,0.934,6.42E-13,32.48438317,27.31800902,1.511674625,1.436449044
NNT-AS1,6.03E-18,-0.250117526,0.065,0.166,2.21E-13,0.215538439,0.180363923,-0.666475266,-0.743850328
E2F5,7.95E-11,-0.250168628,0.04,0.1,2.91E-06,0.115589751,0.096320832,-0.937080672,-1.016279773
SYAP1,1.85E-21,-0.250182797,0.207,0.372,6.77E-17,0.826017314,0.69364018,-0.083010849,-0.158865757
NUP43,5.68E-11,-0.250229326,0.036,0.095,2.08E-06,0.116501143,0.097083007,-0.933669814,-1.012856779
DBT,1.91E-09,-0.250471613,0.054,0.114,6.98E-05,0.130065298,0.108468878,-0.88583856,-0.96469485
RRS1,1.16E-09,-0.250944249,0.032,0.083,4.25E-05,0.091005105,0.075608975,-1.040934247,-1.121426648
RPL8,6.05E-17,-0.251139797,0.91,0.926,2.21E-12,29.46936824,24.76024912,1.469370826,1.39375501
EDEM2,4.69E-12,-0.25129968,0.042,0.108,1.72E-07,0.122624348,0.1021547,-0.91142329,-0.990741649
BX890604.2,9.30E-13,-0.251528488,0.059,0.137,3.41E-08,0.198104303,0.165541974,-0.703106092,-0.78109187
UTP23,8.31E-12,-0.251633742,0.069,0.145,3.04E-07,0.181662074,0.15171927,-0.740735732,-0.818959255
SMTNL2,4.16E-07,-0.251854065,0.009,0.038,0.015223747,0.044719081,0.036688991,-1.349507131,-1.435464233
GRWD1,1.84E-11,-0.25189862,0.044,0.109,6.73E-07,0.131294031,0.109392652,-0.881755018,-0.961011851
VPS26A,2.00E-22,-0.252286141,0.14,0.29,7.32E-18,0.520805703,0.436383387,-0.283324268,-0.360131791
FSIP2-AS1,1.08E-06,-0.252386173,0.032,0.07,0.039644242,0.09801417,0.081416724,-1.008711133,-1.089286374
PRR15L,1.47E-15,-0.252614374,0.243,0.387,5.37E-11,0.98649728,0.827173302,-0.005904108,-0.082403492
RPLP1,2.22E-21,-0.252658024,0.956,0.969,8.11E-17,51.09300663,42.88397534,1.70836146,1.632295038
WIZ,9.46E-07,-0.252660575,0.028,0.065,0.034641373,0.065704412,0.054281972,-1.182405467,-1.265344385
GEMIN7-AS1,3.04E-10,-0.252918634,0.033,0.088,1.11E-05,0.104002762,0.086411965,-0.982955127,-1.063426119
MRPL35,5.21E-21,-0.253062744,0.072,0.189,1.91E-16,0.253662772,0.211984927,-0.595743266,-0.673695018
ZFAS1,3.50E-10,-0.253285424,0.646,0.717,1.28E-05,6.87432527,5.766579567,0.837230078,0.760918289
DCAF12,1.35E-12,-0.253591038,0.066,0.145,4.93E-08,0.196139263,0.163655934,-0.70743546,-0.786068243
MBIP,1.98E-18,-0.253840199,0.091,0.205,7.25E-14,0.322417993,0.269532576,-0.491580729,-0.569388738
DNASE1L1,1.15E-06,-0.253892233,0.04,0.08,0.042038156,0.080174366,0.066369849,-1.095964466,-1.178029167
FBF1,2.37E-10,-0.254055834,0.038,0.094,8.69E-06,0.126293645,0.105034887,-0.898618503,-0.978666426
NAP1L4,6.80E-21,-0.254118675,0.213,0.381,2.49E-16,0.896099104,0.750511541,-0.047643957,-0.124642625
SUOX,1.53E-14,-0.254149972,0.032,0.103,5.58E-10,0.118016433,0.098087691,-0.928057517,-1.008385488
TESMIN,2.41E-14,-0.25418835,0.028,0.097,8.81E-10,0.100231494,0.083173122,-0.998995796,-1.080016997
ZW10,3.14E-07,-0.254365707,0.033,0.075,0.011488849,0.089470945,0.074141622,-1.048317977,-1.129937915
BEX2,8.54E-17,-0.254393313,0.145,0.272,3.13E-12,0.527862289,0.441661012,-0.277479363,-0.354910937
AP002387.2,7.10E-10,-0.254403223,0.033,0.086,2.60E-05,0.091117762,0.075520254,-1.040396955,-1.121936556
PSMA7,1.90E-10,-0.254665427,0.366,0.506,6.94E-06,1.925400486,1.612968202,0.284521077,0.207625806
SELENOI,2.97E-13,-0.254850665,0.108,0.206,1.09E-08,0.351822634,0.293986507,-0.453676224,-0.531672601
ATP5PB,2.44E-14,-0.25485391,0.323,0.471,8.92E-10,1.664811838,1.394365325,0.221365155,0.144376574
ZCCHC14,3.13E-18,-0.254888462,0.11,0.231,1.15E-13,0.420528611,0.351557958,-0.376204451,-0.454003066
ZNF519,1.57E-07,-0.25502016,0.031,0.073,0.005754749,0.095181044,0.078892521,-1.021449536,-1.102964165
COX7A2L,2.17E-11,-0.255067457,0.341,0.481,7.95E-07,1.849426482,1.548856281,0.267037072,0.190011121
HACE1,1.18E-06,-0.255308241,0.032,0.07,0.043222321,0.121235359,0.10070511,-0.916370697,-0.99694849
CASP2,3.51E-12,-0.255404262,0.043,0.11,1.29E-07,0.138538433,0.115194041,-0.858429729,-0.938569988
CDK14,2.39E-18,-0.255989149,0.171,0.312,8.74E-14,0.903790493,0.755978852,-0.043932231,-0.121490353
MRPL49,3.98E-14,-0.255996654,0.053,0.133,1.46E-09,0.160791183,0.13378103,-0.793737769,-0.873605466
